Name	GenBank (assembly) accession number	Virus-Host-DB Host	TaxID	NCBI-superkingdom	NCBI-order	NCBI-family	NCBI-subfamily	NCBI-genus	NCBI-species	ICTV-Order	ICTV-Family	ICTV-Subfamily	ICTV-Genus	ICTV-Species	vConTACT_v1.0-IF_1.4_VCs	vConTACT_v1.0-IF_2.0_VCs	vConTACT_v1.0-IF_3.0_VCs	vConTACT_v1.0-IF_4.0_VCs	vConTACT_v1.0-IF_5.0_VCs	vConTACT_v1.0_IF_6.0_VCs	vConTACT_v1.0_IF_7.0_VCs	vConTACT_v2.0_VCs	Type_V2.0	VC Size	VC_Subcluster	VC Subcluster Size	Quality	Adj P-value (1-Pvalue)	Topology Confidence Score	Taxon (Genus) Prediction Score
Chlamydia_phage_4	NC_007461	Bacteria	313629	Viruses		Microviridae	Gokushovirinae	Chlamydiamicrovirus	Chlamydia phage 4						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Chlamydia_virus_CPAR39	NC_002180	Bacteria	1986029	Viruses		Microviridae	Gokushovirinae	Chlamydiamicrovirus	Chlamydia virus CPAR39	Unassigned	Microviridae	Gokushovirinae	Chlamydiamicrovirus	Chlamydia virus CPAR39	18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Gokushovirinae_Bog1183_53	NC_027633	Bacteria	1655646	Viruses		Microviridae	Gokushovirinae		Gokushovirinae Bog1183_53						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Gokushovirinae_Bog5712_52	NC_027636	Bacteria	1655649	Viruses		Microviridae	Gokushovirinae		Gokushovirinae Bog5712_52						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Gokushovirinae_Bog8989_22	NC_027637	Bacteria	1655650	Viruses		Microviridae	Gokushovirinae		Gokushovirinae Bog8989_22						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Gokushovirinae_Fen672_31	NC_027642	Bacteria	1655656	Viruses		Microviridae	Gokushovirinae		Gokushovirinae Fen672_31						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Gokushovirinae_Fen7875_21	NC_027645	Bacteria	1655659	Viruses		Microviridae	Gokushovirinae		Gokushovirinae Fen7875_21						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Guinea_pig_Chlamydia_phage	NC_001998	Bacteria	90963	Viruses		Microviridae	Gokushovirinae	Chlamydiamicrovirus	Chlamydia virus CPG1	Unassigned	Microviridae	Gokushovirinae	Chlamydiamicrovirus	Chlamydia virus CPG1	18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Marine_gokushovirus	NC_022790	Bacteria	1385658	Viruses		Microviridae	Gokushovirinae		Marine gokushovirus						18	40	40	40	38	36	36	30	cluster	12	VC_30_0	12	0.8784	1.0000	0.8784	1.0000
Achromobacter_phage_JWAlpha	NC_023556	Bacteria	1416009	Viruses	Caudovirales	Podoviridae		N4virus	Achromobacter phage JWAlpha	Caudovirales	Podoviridae		Jwalphavirus	Achromobacter virus JWAlpha	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Achromobacter_phage_phiAxp-3	NC_028908	Bacteria	1664247	Viruses	Caudovirales	Podoviridae		N4virus	Achromobacter phage phiAxp-3	Caudovirales	Podoviridae		Jwalphavirus	Achromobacter virus Axp3	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Erwinia_phage_Ea9-2	NC_023579	Bacteria	1429767	Viruses	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Ea9-2	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Ea9-2	14	10	17	23	21	22	32	31	cluster	2	VC_31_0	2	0.0681	0.9541	0.0650	1.0000
Erwinia_phage_vB_EamP_Frozen	NC_031062	Bacteria	1852641	Viruses	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Frozen	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Frozen	14	10	17	23	21	22	32	31	cluster	2	VC_31_0	2	0.0681	0.9541	0.0650	1.0000
Escherichia_phage_Bp4	NC_024142	Bacteria	1458848	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus Bp4	Caudovirales	Podoviridae		G7cvirus	Escherichia virus Bp4	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_ECBP1	NC_018854	Bacteria	1604356	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus ECBP1	Caudovirales	Podoviridae		G7cvirus	Escherichia virus ECBP1	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_IME11	NC_019423	Bacteria	1239384	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus IME11	Caudovirales	Podoviridae		G7cvirus	Escherichia virus IME11	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_N4	NC_008720	Bacteria	10752	Viruses	Caudovirales	Podoviridae		N4virus	Escherichia phage N4	Caudovirales	Podoviridae		N4virus	Escherichia virus N4	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_vB_EcoP_G7C	NC_015933	Bacteria	1054461	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus G7C	Caudovirales	Podoviridae		G7cvirus	Escherichia virus G7C	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_vB_EcoP_PhAPEC5	NC_024786	Bacteria	1395983	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC5	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC5	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Escherichia_phage_vB_EcoP_PhAPEC7	NC_024790	Bacteria	1391223	Viruses	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC7	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC7	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Shigella_phage_pSb-1	NC_023589	Bacteria	1414738	Viruses	Caudovirales	Podoviridae		G7cvirus	Shigella virus Sb1	Caudovirales	Podoviridae		G7cvirus	Shigella virus Sb1	14	10	17	23	21	22	32	31	cluster	10	VC_31_1	10	0.3869	1.0000	0.3869	1.0000
Pseudomonas_phage_DL62	NC_028836	Bacteria	1640972	Viruses	Caudovirales	Podoviridae			Pseudomonas phage DL62						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_LKD16	NC_009935	Bacteria	386792	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage LKD16						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_LUZ19	NC_010326	Bacteria	484896	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage LUZ19						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_MPK6	NC_022746	Bacteria	1262514	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage MPK6						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_MPK7	NC_022091	Bacteria	1225790	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage MPK7						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_phikF77	NC_012418	Bacteria	627480	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage phikF77						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_phiKMV	NC_005045	Bacteria	204270	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas virus phiKMV	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas virus phiKMV	4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_PT2	NC_011107	Bacteria	496396	Viruses	Caudovirales	Podoviridae	Autographivirinae	T7virus	Pseudomonas phage PT2						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_vB_PaeP_PAO1_Ab05	NC_026602	Bacteria	1548902	Viruses	Caudovirales	Podoviridae			Pseudomonas phage vB_PaeP_PAO1_Ab05						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_vB_PaeP_PPA-ABTNL	NC_027375	Bacteria	1527525	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage vB_PaeP_PPA-ABTNL						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Pseudomonas_phage_vB_Pae-TbilisiM32	NC_017865	Bacteria	1141525	Viruses	Caudovirales	Podoviridae	Autographivirinae	Phikmvvirus	Pseudomonas phage vB_Pae-TbilisiM32						4	17	25	31	31	30	29	33	cluster	11	VC_33_0	11	0.4612	1.0000	0.4612	1.0000
Sulfolobus_islandicus_rod-shaped_virus_1	NC_004087	Archaea	157898	Viruses	Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 1	Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 1	28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_10	NC_034625	Archaea	1983545	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 10						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_11	NC_034624	Archaea	1983546	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 11						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_2	NC_004086	Archaea	157899	Viruses	Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 2	Ligamenvirales	Rudiviridae		Rudivirus	Sulfolobus islandicus rod-shaped virus 2	28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_4	NC_034628	Archaea	1983547	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 4						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_5	NC_034621	Archaea	1983548	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 5						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_6	NC_034627	Archaea	1983549	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 6						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_7	NC_034619	Archaea	1983550	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 7						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_8	NC_034623	Archaea	1983551	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 8						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rod-shaped_virus_9	NC_034620	Archaea	1983552	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rod-shaped virus 9						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Sulfolobus_islandicus_rudivirus_3	NC_030884	Archaea	1895333	Viruses	Ligamenvirales	Rudiviridae			Sulfolobus islandicus rudivirus 3						28	35	33	33	32	31	30	34	cluster	11	VC_34_0	11	0.7511	1.0000	0.7511	1.0000
Microviridae_Bog1249_12	NC_027634	Bacteria	1655647	Viruses		Microviridae			Microviridae Bog1249_12						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Bog5275_51	NC_027635	Bacteria	1655648	Viruses		Microviridae			Microviridae Bog5275_51						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Bog9017_22	NC_027638	Bacteria	1655651	Viruses		Microviridae			Microviridae Bog9017_22						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen2266_11	NC_027639	Bacteria	1655652	Viruses		Microviridae			Microviridae Fen2266_11						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen418_41	NC_027640	Bacteria	1655653	Viruses		Microviridae			Microviridae Fen418_41						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen4707_41	NC_027641	Bacteria	1655654	Viruses		Microviridae			Microviridae Fen4707_41						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen685_11	NC_027643	Bacteria	1655657	Viruses		Microviridae			Microviridae Fen685_11						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen7786_21	NC_027644	Bacteria	1655658	Viruses		Microviridae			Microviridae Fen7786_21						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen7895_21	NC_027646	Bacteria	1655660	Viruses		Microviridae			Microviridae Fen7895_21						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Microviridae_Fen7918_21	NC_027647	Bacteria	1655661	Viruses		Microviridae			Microviridae Fen7918_21						18	51	47	48	49	48	49	35	cluster	10	VC_35_0	10	0.9182	1.0000	0.9182	1.0000
Cronobacter_phage_CR5	NC_021531	Bacteria	1195085	Viruses	Caudovirales	Myoviridae			Cronobacter phage CR5						22	25	39	39	41	39	38	36	cluster	3	VC_36_0	3	0.1212	0.9979	0.1210	1.0000
Erwinia_phage_phiEaH2	NC_019929	Bacteria	1029988	Viruses	Caudovirales	Siphoviridae			Erwinia phage phiEaH2	Caudovirales	Myoviridae		Eah2virus	Erwinia virus EaH2	22	25	39	39	41	39	38	36	cluster	3	VC_36_1	3	0.1131	0.9866	0.1116	1.0000
Erwinia_phage_vB_EamM_Asesino	NC_031107	Bacteria	1883370	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_Asesino	Caudovirales	Myoviridae		Eah2virus	Erwinia virus Asesino	22	25	39	39	41	39	38	36	cluster	3	VC_36_1	3	0.1131	0.9866	0.1116	1.0000
Erwinia_phage_vB_EamM_Caitlin	NC_031120	Bacteria	1883379	Viruses					Erwinia phage vB_EamM_Caitlin						22	25	39	39	41	39	38	36	cluster	3	VC_36_2	3	0.1126	0.9866	0.1111	1.0000
Erwinia_phage_vB_EamM_ChrisDB	NC_031126	Bacteria	1883371	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_ChrisDB						22	25	39	39	41	39	38	36	cluster	3	VC_36_2	3	0.1126	0.9866	0.1111	1.0000
Erwinia_phage_vB_EamM_EarlPhillipIV	NC_031007	Bacteria	1883372	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_EarlPhillipIV						22	25	39	39	41	39	38	36	cluster	3	VC_36_0	3	0.1212	0.9979	0.1210	1.0000
Erwinia_phage_vB_EamM_Huxley	NC_031127	Bacteria	1883373	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_Huxley						22	25	39	39	41	39	38	36	cluster	3	VC_36_2	3	0.1126	0.9866	0.1111	1.0000
Erwinia_phage_vB_EamM_Kwan	NC_031010	Bacteria	1883374	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_Kwan						22	25	39	39	41	39	38	36	cluster	1	VC_36_3	1	0.0000	1.0000	0.0000	1.0000
Erwinia_phage_vB_EamM_Phobos	NC_031043	Bacteria	1883377	Viruses	Caudovirales	Myoviridae			Erwinia phage vB_EamM_Phobos						22	25	39	39	41	39	38	36	cluster	3	VC_36_0	3	0.1212	0.9979	0.1210	1.0000
Salmonella_phage_SPN3US	NC_027402	Bacteria	1090134	Viruses	Caudovirales	Myoviridae		Spn3virus	Salmonella virus SPN3US	Caudovirales	Myoviridae		Ntreusvirus	Salmonella virus SPN3US	22	25	39	39	41	39	38	36	cluster	3	VC_36_1	3	0.1131	0.9866	0.1116	1.0000
Streptococcus_phage_DCC1738	NC_024361	Bacteria	1448273	Viruses					Streptococcus phage DCC1738						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_IC1	NC_024370	Bacteria	1448276	Viruses					Streptococcus phage IC1						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_K13	NC_024357	Bacteria	1448274	Viruses					Streptococcus phage K13						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0004	NC_031920	Bacteria	1701811	Viruses					Streptococcus phage phiARI0004						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0031	NC_031910	Bacteria	1701812	Viruses					Streptococcus phage phiARI0031						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0131-1	NC_031901	Bacteria	1701813	Viruses					Streptococcus phage phiARI0131-1						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0460-1	NC_031913	Bacteria	1701824	Viruses					Streptococcus phage phiARI0460-1						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0462	NC_031942	Bacteria	1701826	Viruses					Streptococcus phage phiARI0462						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0468-1	NC_031929	Bacteria	1701827	Viruses					Streptococcus phage phiARI0468-1						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Streptococcus_phage_phiARI0468-2	NC_031923	Bacteria	1701828	Viruses					Streptococcus phage phiARI0468-2						2	46	42	43	44	42	43	37	cluster	10	VC_37_0	10	0.6598	1.0000	0.6598	1.0000
Bacillus_phage_BtCS33	NC_018085	Bacteria	1194641	Viruses	Caudovirales	Siphoviridae			Bacillus phage BtCS33						8	61	116	117	121	122	125	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Bacillus_phage_Fah	NC_007814	Bacteria	345922	Viruses	Caudovirales	Siphoviridae			Bacillus phage Fah						8	61	117	118	122	123	126	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Bacillus_phage_Gamma	NC_007458	Bacteria	347962	Viruses	Caudovirales	Siphoviridae			Bacillus phage Gamma						8	61	117	118	122	123	126	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Bacillus_phage_phi4J1	NC_029008	Bacteria	1643326	Viruses	Caudovirales	Siphoviridae			Bacillus phage phi4J1						8	149	158	158	167	168	170	38	cluster	3	VC_38_0	3	0.3587	0.9977	0.3579	1.0000
Bacillus_phage_phiCM3	NC_023599	Bacteria	1357713	Viruses	Caudovirales	Siphoviridae			Bacillus phage phiCM3						8	61	116	117	121	122	125	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Bacillus_phage_phIS3501	NC_019502	Bacteria	1124578	Viruses	Caudovirales	Siphoviridae			Bacillus phage phIS3501						8	61	116	117	121	122	125	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Bacillus_phage_vB_BtS_BMBtp3	NC_028748	Bacteria	1445809	Viruses	Caudovirales	Siphoviridae			Bacillus phage vB_BtS_BMBtp3						8	149	158	158	167	168	170	38	cluster	3	VC_38_0	3	0.3587	0.9977	0.3579	1.0000
Bacillus_phage_Waukesha92	NC_025424	Bacteria	1510440	Viruses	Caudovirales	Siphoviridae			Bacillus phage Waukesha92						8	149	158	158	167	168	170	38	cluster	3	VC_38_0	3	0.3587	0.9977	0.3579	1.0000
Bacillus_virus_Wbeta	NC_007734	Bacteria	359961	Viruses	Caudovirales	Siphoviridae		Wbetavirus	Bacillus virus Wbeta	Caudovirales	Siphoviridae		Wbetavirus	Bacillus virus Wbeta	8	61	117	118	122	123	126	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Staphylococcus_phage_SpaA1	NC_018277	Bacteria	1118063	Viruses	Caudovirales	Siphoviridae			Staphylococcus phage SpaA1						8	149	158	158	167	168	170	38	cluster	7	VC_38_1	7	0.5184	1.0000	0.5184	0.8571
Streptomyces_phage_Amela	NC_028904	Bacteria	1673877	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Amela	Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus	Streptomyces virus Amela	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Caliburn	NC_028892	Bacteria	1690425	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Caliburn	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Caliburn	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Izzy	NC_028976	Bacteria	1674926	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Izzy	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Izzy	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Lannister	NC_028827	Bacteria	1674927	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Lannister	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Lannister	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Lika	NC_021298	Bacteria	1327758	Viruses	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Lika	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Lika	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Nanodon	NC_031078	Bacteria	1873777	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Nanodon						37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_phiHau3	NC_018836	Bacteria	1204524	Viruses	Caudovirales	Siphoviridae			Streptomyces phage phiHau3	Caudovirales	Siphoviridae	Arquatrovirinae	Unassigned	Streptomyces virus phiHau3	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_R4	NC_019414	Bacteria	10732	Viruses	Caudovirales	Siphoviridae			Streptomyces phage R4	Caudovirales	Siphoviridae	Arquatrovirinae	R4virus	Streptomyces virus R4	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Sujidade	NC_021304	Bacteria	1327759	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Sujidade	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Sujidade	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Streptomyces_phage_Zemlya	NC_021339	Bacteria	1327760	Viruses	Caudovirales	Siphoviridae			Streptomyces phage Zemlya	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Zemlya	37	52	49	50	50	49	50	39	cluster	10	VC_39_0	10	0.5732	1.0000	0.5732	1.0000
Escherichia_phage_EK99P-1	NC_024783	Bacteria	1527514	Viruses	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus EK99P1	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus EK99P1	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_phage_Envy	NC_031081	Bacteria	1883200	Viruses	Caudovirales	Siphoviridae			Escherichia phage Envy						3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_phage_Gluttony	NC_031113	Bacteria	1883202	Viruses	Caudovirales	Siphoviridae			Escherichia phage Gluttony						3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_phage_HK578	NC_019724	Bacteria	1147142	Viruses	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus HK578	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus HK578	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_phage_slur05	NC_028901	Bacteria	1720498	Viruses	Caudovirales	Siphoviridae			Escherichia phage slur05						3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_phage_YD-2008.s	NC_027383	Bacteria	1567004	Viruses	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus YD2008s	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus YD2008s	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_virus_JL1	NC_019419	Bacteria	1245890	Viruses	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus JL1	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus JL1	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Escherichia_virus_SSL2009a	NC_012223	Bacteria	624134	Viruses	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus SSL2009a	Caudovirales	Siphoviridae		Hk578virus	Escherichia virus SSL2009a	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
Shigella_phage_EP23	NC_016566	Bacteria	1109721	Viruses	Caudovirales	Siphoviridae		Hk578virus	Shigella virus EP23	Caudovirales	Siphoviridae		Hk578virus	Shigella virus EP23	3	45	41	42	43	41	42	40	cluster	10	VC_40_0	10	0.5259	1.0000	0.5259	1.0000
